377,103531,0.510023
413,3821,0.50435
413,4345,0.549217
413,15038,0.534338
413,16193,0.552516
413,18480,0.517553
413,29806,0.53348
413,34005,0.547395
413,44622,0.501305
413,46364,0.529006
413,57354,0.501669
413,67674,0.512223
413,68323,0.512595
413,74190,0.549844
413,78445,0.518758
413,81962,0.509719
413,82714,0.526223
413,83056,0.501046
413,84061,0.504248
413,94018,0.504017
413,99846,0.509117
451,7623,0.525216
451,9017,0.507418
451,42121,0.501147
451,53266,0.50771
488,32556,0.503041
508,102068,0.559765
781,46364,0.510926
782,15714,0.507132
1323,20163,0.501776
1323,47112,0.502921
1323,47929,0.509486
1323,63688,0.520134
1323,73537,0.502935
1323,90659,0.505822
1323,91351,0.506444
1371,19439,0.502796
1371,83312,0.501944
1400,33755,0.508015
1738,10582,0.514128
1788,7623,0.523032
2075,80000,0.500582
2740,53266,0.507532
2740,58327,0.51136
2740,74190,0.527617
2740,81962,0.501791
2740,90296,0.506884
2825,58327,0.517526
2825,70717,0.508772
3583,26562,0.510349
3583,33755,0.513215
3583,34365,0.50412
3583,47929,0.525099
3583,58248,0.508929
3583,74895,0.504511
3821,74190,0.502762
4345,15038,0.503027
4345,46364,0.508677
4345,74190,0.501305
4649,9017,0.529165
4649,70717,0.501922
5352,30129,0.502689
5352,42740,0.516854
5449,11388,0.504717
6544,15714,0.502813
6544,17469,0.516014
6544,49458,0.5
6544,63973,0.51503
6544,89022,0.500226
6544,96075,0.505925
6544,97918,0.507015
6876,36382,0.500276
7090,47112,0.5
7090,47929,0.50388
7529,58750,0.511512
7623,8001,0.503531
7623,9017,0.543809
7623,10582,0.525747
7623,15038,0.512441
7623,15959,0.501629
7623,20443,0.522688
7623,20788,0.514152
7623,31818,0.506498
7623,35418,0.50273
7623,36824,0.525856
7623,48524,0.505566
7623,53266,0.536131
7623,54548,0.51076
7623,58327,0.529451
7623,61540,0.508878
7623,67674,0.504493
7623,70291,0.506343
7623,70717,0.500181
7623,72732,0.517971
7623,74190,0.540427
7623,75834,0.523368
7623,77806,0.500366
7623,85466,0.529924
7623,88886,0.510866
7623,94427,0.503103
7623,94606,0.506043
7623,96176,0.50262
7623,102677,0.502301
7715,35810,0.51646
7848,18866,0.508146
7848,33145,0.519485
7848,34193,0.514343
7872,9771,0.518937
7872,12834,0.510081
7872,18866,0.578796
7872,20443,0.519361
7872,33366,0.51397
7872,52773,0.52775
7872,53266,0.522558
7872,62897,0.528581
7872,71373,0.50996
7872,78516,0.509147
7872,79225,0.504618
7872,85466,0.500547
7872,91351,0.50059
7872,97493,0.508224
7872,99432,0.529705
7872,102558,0.503314
8001,10582,0.52784
8001,15038,0.508314
8001,18866,0.513206
8001,20443,0.501245
8001,29806,0.501439
8001,33145,0.511314
8001,33366,0.511696
8001,35418,0.504501
8001,36824,0.512434
8001,46364,0.500168
8001,51236,0.501788
8001,53266,0.527073
8001,58327,0.514217
8001,61933,0.506574
8001,64420,0.500901
8001,67674,0.520728
8001,70291,0.506435
8001,70717,0.508571
8001,72732,0.501729
8001,74190,0.509378
8001,77806,0.504218
8001,78516,0.508239
8001,85466,0.512529
8156,33755,0.50984
8295,30250,0.523409
8295,33755,0.512018
8295,49458,0.525463
8295,66679,0.508989
8295,72379,0.504854
8399,18866,0.508556
8399,78972,0.5
9017,10131,0.503137
9017,15038,0.50292
9017,16360,0.500392
9017,16792,0.501159
9017,18381,0.507966
9017,31818,0.540965
9017,36824,0.523304
9017,37277,0.500779
9017,53266,0.508778
9017,58327,0.531488
9017,61540,0.519448
9017,68101,0.51202
9017,70717,0.531866
9017,74190,0.513344
9017,75288,0.51418
9017,75834,0.541504
9017,79445,0.529389
9017,85466,0.501358
9017,88886,0.502085
9017,93602,0.506285
9017,96176,0.509027
9017,102677,0.5
9457,71728,0.501372
9548,46364,0.501036
9548,81962,0.521959
9771,10582,0.500175
9771,16193,0.54551
9771,18866,0.555635
9771,21637,0.500351
9771,30058,0.515093
9771,30395,0.504043
9771,33145,0.502402
9771,33366,0.519986
9771,34193,0.508952
9771,34827,0.500946
9771,42740,0.514144
9771,44231,0.509609
9771,51236,0.507317
9771,52773,0.50917
9771,53266,0.516335
9771,55104,0.53122
9771,70291,0.505534
9771,78516,0.528958
9771,78972,0.502005
9771,84869,0.50245
9771,97493,0.517113
9771,99432,0.516342
9771,100078,0.516576
9771,103531,0.510606
9872,33755,0.505167
9914,20062,0.503695
10030,43038,0.506385
10232,33755,0.523523
10232,47112,0.502634
10232,100548,0.506281
10511,63688,0.512727
10511,90659,0.501262
10582,15038,0.518299
10582,16193,0.520013
10582,18866,0.521127
10582,20443,0.50772
10582,26478,0.507978
10582,33366,0.525204
10582,35226,0.506241
10582,35769,0.505718
10582,36824,0.505089
10582,38030,0.509536
10582,52773,0.509194
10582,53266,0.528381
10582,63688,0.519453
10582,66309,0.504721
10582,67674,0.506036
10582,70291,0.501897
10582,72732,0.531538
10582,74190,0.51042
10582,78516,0.517216
10582,85466,0.541115
10582,90659,0.510443
10582,93717,0.502137
10582,99432,0.520519
10611,53266,0.504758
10611,85466,0.517951
11107,29806,0.519735
11107,58327,0.514449
11303,17469,0.503145
11367,50546,0.500283
11367,74356,0.520438
11737,25620,0.509338
11737,28481,0.504776
11737,49458,0.524184
12038,33755,0.545705
12038,47112,0.515823
12038,63973,0.51439
12038,73537,0.516711
12038,98687,0.516735
12038,101287,0.503688
12208,16193,0.502997
12451,34360,0.501638
12451,47929,0.510163
12451,85466,0.503321
12451,96809,0.501582
12834,18866,0.511169
12834,85466,0.503167
12834,97493,0.51013
12895,29793,0.500564
12895,33755,0.501937
12895,47112,0.508953
12895,47929,0.533195
12895,68130,0.500872
12895,90659,0.501796
12895,101403,0.507172
13028,20163,0.501718
13028,63688,0.502058
13028,66326,0.500715
13028,70291,0.50061
13028,77806,0.510603
13028,79038,0.519239
13028,90659,0.509698
13028,100078,0.504344
13028,101403,0.506948
13620,49650,0.589391
13751,66758,0.508921
13751,80238,0.507894
13751,81962,0.527984
13751,98994,0.502218
13751,100078,0.501661
13925,69096,0.506039
13925,85292,0.500322
14666,37176,0.5044
14778,69561,0.511018
14841,93450,0.505484
14943,30250,0.50507
